time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/06/07:27:39.066139,0,67227,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184027.0,19,T
2023/02/06/07:27:40.066520,0,67228,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184028.0,19,T
2023/02/06/07:27:41.067022,0,67229,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184029.0,19,T
2023/02/06/07:27:42.066639,0,67230,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184030.0,19,T
2023/02/06/07:27:43.067444,0,67231,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184031.0,19,T
2023/02/06/07:27:44.066170,0,67232,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184032.0,19,T
2023/02/06/07:27:45.067656,0,67233,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184033.0,19,T
2023/02/06/07:27:46.066838,0,67234,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184034.0,19,T
2023/02/06/07:27:47.066983,0,67235,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184035.0,19,T
2023/02/06/07:27:48.066736,0,67236,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184036.0,19,T
2023/02/06/07:27:49.066955,0,67237,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184037.0,19,T
2023/02/06/07:27:50.066913,0,67238,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184038.0,19,T
2023/02/06/07:27:51.066249,0,67239,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184039.0,19,T
2023/02/06/07:27:52.065764,0,67240,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184040.0,19,T
2023/02/06/07:27:53.066788,0,67241,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184041.0,19,T
2023/02/06/07:27:54.066555,0,67242,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184042.0,19,T
2023/02/06/07:27:55.067477,0,67243,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184043.0,19,T
2023/02/06/07:27:56.066820,0,67244,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184044.0,19,T
2023/02/06/07:27:57.066747,0,67245,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184045.0,19,T
2023/02/06/07:27:58.066925,0,67246,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184046.0,19,T
2023/02/06/07:27:59.066052,0,67247,0,GPS1_FRAME,42.339081666666665,-71.08467166666667,8.1,1.0,328268.4730224614,4689529.862623413,184047.0,19,T
